0.0000,-57.2308,148.1000,1
1.4648,-57.2308,148.1000,1
2.9297,-57.2308,148.1000,1
4.3945,-57.2308,148.1000,1
5.8594,-57.2308,148.1000,1
7.3242,-57.2308,148.1000,1
8.7891,-57.2308,148.1000,1
10.2540,-57.2308,148.1000,1
11.7190,-57.2308,148.1000,1
13.1840,-57.2308,148.1000,1
14.6480,-57.2308,148.1000,1
16.1130,-57.2308,148.1000,1
17.5780,-57.2308,148.1000,1
19.0430,-57.2308,148.1000,1
20.5080,-57.2308,148.1000,1
21.9730,-57.2308,148.1000,1
23.4380,-48.9268,107.8180,1
24.9020,-53.0054,60.9972,1
26.3670,-57.3178,23.9400,1
27.8320,-57.3778,152.1120,1
29.2970,-56.5259,-95.8901,1
30.7620,-48.9433,8.2773,1
32.2270,-40.7685,94.4954,1
33.6910,-37.9735,118.0910,1
35.1560,-38.0588,117.3256,1
36.6210,-38.0493,80.4294,1
38.0860,-35.6565,30.1408,1
39.5510,-32.1742,4.5555,1
41.0160,-28.3908,-9.8060,1
42.4800,-24.0908,-52.8554,1
43.9450,-19.8597,-128.5638,1
45.4100,-17.6258,-177.1617,1
46.8750,-16.7116,165.2231,1
48.3400,-12.9408,141.6400,1
49.8050,-8.1308,113.5050,1
51.2700,-9.1395,103.0267,1
52.7340,-9.0195,98.3448,1
54.1990,-7.0124,87.6883,1
55.6640,-5.1340,73.7152,1
57.1290,-3.9970,61.6503,1
58.5940,-3.0150,50.1777,1
60.0590,-1.9797,38.3510,1
61.5230,-0.7124,22.2485,1
62.9880,0.4596,6.2312,1
64.4530,1.1230,-5.5240,1
65.9180,1.5528,-16.5555,1
67.3830,1.8075,-27.0618,1
68.8480,1.9540,-37.2436,1
70.3130,2.1005,-47.0971,1
71.7770,2.2080,-56.5563,1
73.2420,2.2813,-65.6399,1
74.7070,2.3545,-74.3566,1
76.1720,2.3692,-81.5850,1
77.6370,2.3692,-88.4247,1
79.1020,2.3692,-95.1051,1
80.5660,2.3918,-101.7357,1
82.0310,2.4504,-108.2989,1
83.4960,2.4692,-114.6629,1
84.9610,2.4692,-120.9331,1
86.4260,2.5262,-127.1462,1
87.8910,2.6004,-133.4048,1
89.3550,2.7176,-139.7878,1
90.8200,2.8348,-146.0112,1
92.2850,2.9520,-152.1056,1
93.7500,3.0692,-158.0000,1
95.2150,3.1864,-163.8772,1
96.6800,3.3036,-169.8544,1
98.1450,3.4208,-175.6510,1
99.6090,3.5379,178.7858,1
101.0700,3.6405,173.8403,1
102.5400,3.7385,169.0873,1
104.1300,3.8068,164.3983,1
105.4700,3.8515,160.6017,1
106.9300,3.9312,156.7130,1
108.4000,4.0292,152.9400,1
109.8600,4.0978,149.3933,1
111.3300,4.1468,145.9633,1
112.7900,4.1692,142.7937,1
114.2600,4.1692,139.8047,1
115.7200,4.1932,137.0040,1
117.1900,4.2422,134.3580,1
118.6500,4.2692,132.2175,1
120.1200,4.2692,130.6740,1
121.5800,4.2692,129.1410,1
123.0500,4.2692,127.4400,1
124.5100,4.2692,125.6880,1
125.9800,4.2692,123.7607,1
127.4400,4.2692,121.7653,1
128.9100,4.2919,120.1810,1
130.3700,4.3284,118.8670,1
131.8400,4.3652,117.5440,1
133.3000,4.3692,115.6775,1
134.7700,4.3692,113.7297,1
136.2300,4.3692,111.7665,1
137.7000,4.3692,109.6350,1
139.1600,4.3692,107.5180,1
140.6300,4.3692,105.5062,1
142.0900,4.3692,103.6666,1
143.5500,4.3692,101.8270,1
145.0200,4.3676,99.9724,1
146.4800,4.2508,97.9576,1
147.9500,4.1332,95.9290,1
149.4100,4.0164,93.9142,1
150.8800,3.8812,92.2376,1
152.3400,3.7352,90.8068,1
153.8100,3.5882,89.3662,1
155.2700,3.4368,88.0434,1
156.7400,3.2604,87.1908,1
158.2000,3.0852,86.3440,1
159.6700,2.9088,85.4914,1
161.1300,2.7562,84.9158,1
162.6000,2.6092,84.4160,1
164.0600,2.4632,83.9196,1
165.5300,2.3162,83.5470,1
166.9900,2.1702,83.4010,1
168.4600,2.0232,83.2540,1
169.9200,1.8772,83.1080,1
171.3900,1.7858,83.1556,1
172.8500,1.6982,83.2140,1
174.3200,1.6100,83.2728,1
175.7800,1.5692,83.1752,1
177.2500,1.5692,82.9400,1
178.7100,1.5692,82.7064,1
180.1800,1.5692,82.4460,1
181.6400,1.5692,82.0080,1
183.1100,1.5692,81.5670,1
184.5700,1.5692,81.1290,1
186.0400,1.5484,80.4592,1
187.5000,1.5192,79.7000,1
188.9600,1.4900,78.9408,1
190.4300,1.4606,78.2022,1
191.8900,1.4314,77.5306,1
193.3600,1.4020,76.8544,1
194.8200,1.3728,76.1828,1
196.2900,1.2660,75.6614,1
197.7500,1.1492,75.1650,1
199.2200,1.0316,74.6652,1
200.6800,0.9352,74.4000,1
202.1500,0.8617,74.4000,1
203.6100,0.7887,74.4000,1
205.0800,0.7152,74.4000,1
206.5400,0.6602,74.4630,1
208.0100,0.6357,74.6345,1
209.4700,0.6113,74.8048,1
210.9400,0.5868,74.9763,1
212.4000,0.5692,75.0600,1
213.8700,0.5692,74.9130,1
215.3300,0.5692,74.7670,1
216.8000,0.5692,74.6200,1
218.2600,0.5735,74.4307,1
219.7300,0.5980,74.0387,1
221.1900,0.6223,73.6493,1
222.6600,0.6468,73.2573,1
224.1200,0.6652,72.8560,1
225.5900,0.6162,72.3170,1
227.0500,0.5675,71.7817,1
228.5200,0.5185,71.2427,1
229.9800,0.4698,70.7073,1
231.4500,0.3483,70.3858,1
232.9100,0.2267,70.0695,1
234.3800,0.1042,69.7510,1
235.8400,-0.0175,69.4347,1
237.3000,-0.1608,69.4975,1
238.7700,-0.3078,69.6078,1
240.2300,-0.4400,69.7345,1
241.7000,-0.4988,69.9550,1
243.1600,-0.5572,70.1740,1
244.6300,-0.6160,70.3945,1
246.0900,-0.6744,70.6135,1
247.5600,-0.7332,70.8340,1
249.0200,-0.7916,71.0530,1
250.4900,-0.8431,71.3225,1
251.9500,-0.8796,71.6875,1
253.4200,-0.9163,72.0550,1
254.8800,-0.9528,72.4200,1
256.3500,-0.9896,72.7875,1
257.8100,-1.0261,73.1525,1
259.2800,-1.0308,73.4926,1
260.7400,-1.0308,73.8263,1
262.2100,-1.0308,74.1623,1
263.6700,-1.0308,74.4960,1
265.1400,-1.0308,74.8180,1
266.6000,-1.0308,75.0057,1
268.0700,-1.0308,75.1947,1
269.5300,-1.0308,75.3824,1
271.6000,-1.0308,75.6486,1
272.4600,-1.0366,75.7403,1
273.9300,-1.0550,75.8689,1
275.3900,-1.0732,75.9966,1
276.8600,-1.0916,76.1252,1
278.3200,-1.1098,76.2530,1
279.7900,-1.1282,76.3816,1
281.2500,-1.1433,76.5875,1
282.7100,-1.1579,76.8065,1
284.1800,-1.1726,77.0270,1
285.6400,-1.1872,77.2460,1
287.1100,-1.2019,77.4665,1
288.5700,-1.2165,77.6855,1
290.0400,-1.2312,77.9104,1
291.5000,-1.2458,78.2900,1
292.9700,-1.2605,78.6722,1
294.4300,-1.2751,79.0518,1
295.9000,-1.2898,79.4340,1
297.3600,-1.3044,79.8136,1
298.8300,-1.3191,80.1958,1
300.2900,-1.3267,80.5994,1
301.7600,-1.3057,81.1034,1
303.2200,-1.2848,81.6040,1
304.6900,-1.2638,82.1080,1
306.1500,-1.2430,82.6086,1
307.6200,-1.2153,83.0705,1
309.0800,-1.1788,83.4720,1
310.5500,-1.1421,83.8763,1
312.0100,-1.1056,84.2778,1
313.4800,-1.0688,84.6820,1
314.9400,-1.0323,85.0835,1
316.4100,-1.0026,85.4243,1
317.8700,-0.9734,85.7601,1
319.3400,-0.9440,86.0982,1
320.8000,-0.9148,86.4340,1
322.2700,-0.8854,86.7721,1
323.7300,-0.8562,87.1079,1
325.2000,-0.8248,87.4400,1
326.6600,-0.7810,87.7320,1
328.1300,-0.7369,88.0260,1
329.5900,-0.6931,88.3180,1
331.0500,-0.6493,88.6100,1
